,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300
5,0.12156740939313468,0.14302459664072245,0.16263063628927193,0.16545586604556906,0.1619947450432278,0.15821669995616575,0.15261807541012337,0.14698559237762518,0.1375054343233107,0.1248615795095693,0.11113716360379801,0.09768951748480763,0.08809610102542019,0.07835757799567701,0.06949814053744943,0.06675824894853694,0.06336758804416122,0.05897887346509095,0.051763258791976734,0.04930458041382152,0.051976090560009125,0.05218909612639631,0.05796520312608996,0.05635958125624177,0.049447019501986184,0.05298071530018632,0.06228219458150364,0.0721568104129897,0.08168026516968496,0.08199117189466104,0.08595056252621486,0.09582469464925354,0.10865932576900547,0.11788286386711982,0.12804804025111233,0.13411907694100725,0.14364181476164395,0.15188579898805565,0.14963542649172482,0.1561245012634036,0.16531100559902415,0.1705003505515014,0.16472335692428372,0.16611800874325047,0.16263084413457599,0.16218074205478658,0.16819064953844112,0.1727802890228034,0.17907969874436938,0.18913004679716933,0.1960410310586086,0.20258031774295654,0.21306245998464785,0.20823479756983126,0.20033605329665294,0.20490515196376308,0.21649883394160185,0.22603642307862137,0.23055638260617214
10,0.1653657802952522,0.19222718099399758,0.20247689300555394,0.19787514213743723,0.19287982464149056,0.18756944007590454,0.17730564605048205,0.1672998444169515,0.154107010855668,0.13849893887194967,0.12179816247081839,0.10552044935867254,0.09105355173758434,0.07780410861147549,0.06979889677729975,0.06503456066600383,0.060017180440181096,0.05481663707677004,0.0493218023301532,0.047829608079485504,0.04958969232736275,0.051848083660339765,0.05372528018080349,0.048001790936145775,0.04603882944191532,0.05427583007182694,0.0667158322389603,0.07737012489283566,0.08432246109937776,0.08837292426121797,0.09712303801047542,0.11017451873688225,0.12244355701179489,0.13258256155021642,0.14234971840570224,0.1513081919748552,0.16221264689925433,0.16823259811534602,0.1728352176932964,0.18421104138274072,0.1923072062521142,0.19364949601416812,0.1933372637267602,0.19386988584493675,0.19390154808616572,0.19959038995113548,0.20496924484013818,0.21227327163854112,0.22258001224111876,0.23318825933893803,0.2444337898430151,0.2584186072642775,0.2654628717759413,0.2599376050821933,0.25899925887569486,0.2733625965675913,0.2875326525537543,0.2968529879160697,0.30180456861039356
15,0.17036603506655615,0.1769275074189266,0.17285953330599305,0.16526467020437674,0.16194638906875447,0.15646587696335282,0.14448522515208487,0.133815296977979,0.11936395676387981,0.10152111619554731,0.08335917215151162,0.06605689228817939,0.05133979726653064,0.040915179888122134,0.03613082183240925,0.03500152116457859,0.03142873556705574,0.028472838795507945,0.02622430982099991,0.025127518215660123,0.02761026943825785,0.028419792351259753,0.026595555098205045,0.02406219983602314,0.028815113671584926,0.04037727724777106,0.0519409707033893,0.06110393518533288,0.06734220883011235,0.07492697761346363,0.08687367587689225,0.09916658017369073,0.11077473115065528,0.12007338760465008,0.1295142456612876,0.13913879974581145,0.14773366561733967,0.15617605816356517,0.16620923645377841,0.17728648586054982,0.18474463673973165,0.18657494267250369,0.18569466776151378,0.18655468646217813,0.1905860757666529,0.19628655610836895,0.20353941866516717,0.2126454680381885,0.2229286328668673,0.23495105547684403,0.24845493869365232,0.2598168596509117,0.2635072177793926,0.26318875945828735,0.27406681525438026,0.28945245343867215,0.3025116046750761,0.31137109304639565,0.3147637859629512
20,0.12432020068484402,0.11769479495325327,0.11403702982920648,0.10981281222484532,0.10832870475579352,0.10330414477120425,0.09287389139365813,0.08187787345932575,0.06618218668745622,0.04757439171930046,0.029356692224061474,0.01364747537500326,0.0033465558643434893,-0.003273636034189072,-0.004237261902204944,-0.0036560520782180587,-0.006230941154007526,-0.007343907995575306,-0.008848586269631552,-0.008919779334631324,-0.007207053521848927,-0.009116992835573934,-0.009348226711462664,-0.0054090456683233935,0.00406697205999823,0.014781393705321963,0.024954514575889725,0.032976976017196666,0.04121991191335365,0.053183604707917276,0.06506855902862649,0.0774435175102263,0.08911697792693092,0.09867331656090714,0.10845149405065918,0.11673233272571941,0.12574697017362027,0.1356935445919997,0.14511760513186028,0.1551979732382833,0.16246664825075968,0.16321919104808008,0.16235929388899623,0.1665535215629678,0.17069089413481314,0.17759929890468815,0.1863316412882165,0.1955753294804758,0.20718086475589678,0.21976240112069045,0.23076624920459346,0.23989358181196402,0.24492867331693907,0.2546906537931511,0.2680012149404159,0.2824858769674232,0.29469688376394987,0.30236678490918095,0.3054991109294581
25,0.0650252348543245,0.06229950885308467,0.06351551602874422,0.06385286095349434,0.06450266070565157,0.06180168238707345,0.0522241283712782,0.04039664225198561,0.02417768850529436,0.005316511173966504,-0.012094596397269355,-0.025618952998021194,-0.0333684606681969,-0.03661197089912925,-0.03439855387249903,-0.03273218546736165,-0.03361977408144905,-0.03462324397958661,-0.03544779013216813,-0.03576375976292131,-0.03511689810949926,-0.03573448111095384,-0.03232423086757441,-0.02378656198825823,-0.01518144099925058,-0.0059106304501728504,0.0035595842363474114,0.012833262976225359,0.024736391325056912,0.03656774037561952,0.048683201834227904,0.06110911898840373,0.0730292876461044,0.08316039598956015,0.09214218268625984,0.10101347790376064,0.11050392493333637,0.11999900497657405,0.12883417183149853,0.1386082546317187,0.14493350021371165,0.14575904209715618,0.14831560307366048,0.15185317271252796,0.1567282657462298,0.1650776996485612,0.17412721334631429,0.18483998073534008,0.19707561419156502,0.20811670954010333,0.21753742587474062,0.22681168017762215,0.23664251981109416,0.2493385297696455,0.26218777599035636,0.27597505185481896,0.2874388343057582,0.2944544563353026,0.29746059736077013
30,0.04767287180793215,0.04815179513597331,0.050570412640958684,0.05153379532585851,0.05417918510610217,0.05186995495373272,0.04122998474177595,0.028214969545259868,0.010990629119197706,-0.007930353873700332,-0.024321393932038596,-0.0364683770404488,-0.04127895742529699,-0.04196716151046979,-0.04033811724549083,-0.04039207965871078,-0.041728689760872954,-0.04282643873636238,-0.04457897676021524,-0.045657933922088834,-0.044305265990150944,-0.04161440060008333,-0.034259591693803416,-0.026222757101169898,-0.018467897968635225,-0.00971009078208096,0.0001131257038589806,0.010979845874967628,0.022837035433382787,0.034840171247743065,0.04683195982533368,0.05910611427976073,0.07080864037252725,0.08001646604382365,0.08898640754282588,0.09839462588996573,0.10750911911450253,0.11643170979386148,0.12486111059029928,0.1339690715082271,0.13970297121465244,0.14219622194447543,0.14448548891034765,0.14913533173413412,0.15561905186407435,0.16409353290070067,0.17390238836278843,0.1847836352351438,0.1959993468953652,0.2059992421171069,0.21531851255563217,0.2269133823049015,0.2384802641884226,0.2502583095333435,0.2622706877366635,0.27514836240766555,0.2861395724412863,0.29306453769161145,0.2940474723711948
35,0.043466644539988865,0.04449145226368612,0.047377899171655344,0.04971816479528819,0.051697556273029056,0.048278422135590644,0.03697119269852623,0.023259897787636895,0.005620507021252569,-0.012196485212315934,-0.026589329786400343,-0.03622951443020647,-0.039385395812085264,-0.04105588047416003,-0.041615115114185176,-0.041965055007552786,-0.0430528804421801,-0.04445776865074549,-0.04681089165858542,-0.04778612885915555,-0.0443362846881616,-0.037914767715178155,-0.03089302356109796,-0.023528968889802,-0.01614215382915086,-0.006740926890154071,0.003960395099051201,0.01469667455177574,0.02658589171475537,0.0384741912406264,0.05075223236330759,0.06298811354679029,0.07427683523257897,0.08364443322968566,0.09305978859099384,0.10236150247889796,0.1109673610948385,0.11977633144854999,0.127718250570189,0.13625444362939523,0.14226422513235712,0.14510868064670712,0.1488142994729821,0.15484272032662738,0.1616577299310609,0.17111689304060876,0.18166417597514165,0.19150960102534847,0.2012085099421993,0.21119677114880853,0.2229315308464632,0.2350188788912755,0.24611148859344503,0.25699255054624515,0.2681568267013882,0.28049264649176764,0.2909742612697564,0.29602781082157875,0.2960182125334204
40,0.044960807557095014,0.04639900748267182,0.050390491138075935,0.05173437149951692,0.05213229126798238,0.04754965172779628,0.035161547255971023,0.020864565077527365,0.003787377129181603,-0.012788703981542696,-0.025266860195517715,-0.03318097684433196,-0.03623633516185303,-0.038939682643803965,-0.03914140054021197,-0.039146595125464874,-0.03995955246721439,-0.041681287306910446,-0.04378191793533331,-0.044102774072857405,-0.0392939937352701,-0.03354329080326401,-0.0273690224414204,-0.020552672800000813,-0.012671170317940194,-0.0021128022268542186,0.008351970462508245,0.018943089859740803,0.03068039632298203,0.042557685481543144,0.054678133140830476,0.06689296709737136,0.07887240540122754,0.08864961571862512,0.09782046162072155,0.10676320144607261,0.11521070866937852,0.12378186324776107,0.1313837715662411,0.14023773942353596,0.1465196872537618,0.15062238360441954,0.15616317985864112,0.16270191498658995,0.17035125143457658,0.18057925388059146,0.19020466956906712,0.1989237722120179,0.20827047998623247,0.2195132382242163,0.2317606932714262,0.24298282354615433,0.2531927731358001,0.2629790949673507,0.2736859996888875,0.2854522632008712,0.29466575762367236,0.2988498430626696,0.29955206157145126
45,0.048620069797631206,0.052160957521776324,0.05387898807351453,0.05406881808458943,0.05414574433899674,0.048440455377364154,0.035035206965210494,0.02088266407773561,0.004167485230953216,-0.01132028424124377,-0.02256617591508329,-0.03039538669510888,-0.03453684063499675,-0.036926994767648116,-0.036834235464370965,-0.036621260906864864,-0.03760459905314815,-0.03879732513872052,-0.0398409975160456,-0.039571939319501204,-0.035396556444539554,-0.030455924325525515,-0.025200549750873918,-0.018063625139389874,-0.00868218176539868,0.001361331209980944,0.011446488206106826,0.021663266629569345,0.0331694872052229,0.04490559031376959,0.05687071778203525,0.06892525803942805,0.08098461385285108,0.09080430538650319,0.099890184589314,0.10862731356775979,0.1170075812112778,0.12557732999273777,0.13382334104910942,0.14252793868339267,0.1493186095341784,0.15468269554076042,0.1604272395844122,0.16759279598860935,0.17609111545737524,0.185459373923055,0.19453064674202764,0.20325981540416999,0.21420283196427833,0.22577246264617895,0.23735537582125668,0.2480448430744347,0.2575026005816259,0.2669514824012909,0.27743694692913934,0.2881644453487016,0.2961374554125638,0.30044618973637915,0.30108364828308204
