,20,30,40,50,60,70,80,90,100
5,-0.140716709662898,-0.10443049763933628,-0.07798858703604351,-0.07712428556166871,-0.0954880828366217,-0.10520972878260429,-0.1378954893843417,-0.220695455215579,-0.2106848550510522
15,-0.036497773450791145,-0.030276774417517097,-0.08370613215106029,-0.0926722956302429,-0.1557495213946999,-0.12673394627606807,-0.18655596209775774,-0.22842591680619848,-0.14522398261597003
