run_id,ticker,horizon,W_star,rho_train,rho_test
20260303T231001Z,AVY,21,300,0.6784637969815209,-0.46749586291571027
20260303T231001Z,AVY,31,300,0.7272803276498427,-0.5431377862078308
20260303T231001Z,AVY,42,300,0.7385237578334988,-0.6904717895543583
20260303T231001Z,AWK,10,300,0.307143039560923,0.22431060099624678
20260303T231001Z,AWK,21,300,0.3504657991756502,0.2017455826616132
20260303T231001Z,AWK,31,300,0.4170090805678063,0.3127421758569299
20260303T231001Z,AWK,42,300,0.478559689000015,0.10504699862498028
20260303T231001Z,AXON,10,260,0.2772497898853225,-0.03008666001148566
20260303T231001Z,AXON,21,300,0.2669668996920618,-0.2614210217263653
20260303T231001Z,AXON,31,300,0.29390820144362606,-0.29949193876168534
20260303T231001Z,AXON,42,300,0.35015685206272806,-0.4308229831165611
20260303T231001Z,AXP,10,260,0.436039802219327,0.17072529861226537
20260303T231001Z,AXP,21,240,0.43308840429419226,0.2546052631578947
20260303T231001Z,AXP,31,300,0.4415644473675681,0.00951090638124915
20260303T231001Z,AXP,42,280,0.44403388709011893,0.4102445752365866
20260303T231001Z,AZO,10,100,0.3355722180416702,0.13772731547583425
20260303T231001Z,AZO,21,100,0.38648866711275054,0.33166745531976854
20260303T231001Z,AZO,31,100,0.40635510663679686,0.3991140361061125
20260303T231001Z,AZO,42,100,0.4305363276733035,0.4006749088389695
20260303T231001Z,BA,10,300,0.6688307474605124,0.016117236075282225
20260303T231001Z,BA,21,300,0.7662170403622826,-0.27901030267442484
20260303T231001Z,BA,31,300,0.7815288270676336,-0.4288375558867361
20260303T231001Z,BA,42,300,0.7944945647704533,-0.6541983184185018
20260303T231001Z,BAC,10,200,0.46671724425154815,0.07892454025988542
20260303T231001Z,BAC,21,220,0.5136757080478358,-0.08619205171114319
20260303T231001Z,BAC,31,300,0.5462341532747987,-0.027435306868987933
20260303T231001Z,BAC,42,300,0.5802113003670983,0.10250433920158691
20260303T231001Z,BALL,10,300,0.4765125339038485,-0.07838161239419855
20260303T231001Z,BALL,21,300,0.6019111577183819,-0.20067260983291518
20260303T231001Z,BALL,31,300,0.6484316870472857,-0.3470667931174637
20260303T231001Z,BALL,42,300,0.6376698036444931,-0.4604512769650384
20260303T231001Z,BAX,10,220,0.2980436775664685,-0.031528332504328294
20260303T231001Z,BAX,21,300,0.47748228791797387,0.13875513799177921
20260303T231001Z,BAX,31,300,0.4992768272794897,0.5877997561306054
20260303T231001Z,BAX,42,300,0.44685258316258086,0.6780289881207313
20260303T231001Z,BBY,10,220,0.3919055668701876,0.2072163472849308
20260303T231001Z,BBY,21,300,0.40417373115536814,0.7352586344952758
20260303T231001Z,BBY,31,300,0.44153722226482184,0.680890123289527
20260303T231001Z,BBY,42,300,0.5554966884873936,0.6993260149223453
20260303T231001Z,BDX,10,20,0.21704584759663387,-0.10202247937373471
20260303T231001Z,BDX,21,20,0.10197002611947846,-0.13336507931020775
20260303T231001Z,BDX,31,20,0.019923911443406588,-0.176890423195742
20260303T231001Z,BDX,42,280,-0.032486117485231725,-0.186677409223122
20260303T231001Z,BEN,10,260,0.394627811741218,-0.3353544381530977
20260303T231001Z,BEN,21,260,0.42812316274411427,-0.3426836585307318
20260303T231001Z,BEN,31,260,0.4397087179172548,-0.3229066022544284
20260303T231001Z,BEN,42,240,0.4658834241837041,-0.32113018362125295
20260303T231001Z,BF-B,10,120,0.1901600425142542,0.023796434461635124
20260303T231001Z,BF-B,21,100,0.16842125533412675,-0.01878737140266642
