run_id,ticker,W_star,h_star,rho_train,rho_test
20260303T233831Z,CVNA,300,60,0.7345995766241026,-0.4026478430405499
20260303T233831Z,CVS,280,60,0.36872998838164794,-0.21305565995831482
20260303T233831Z,CVX,240,60,0.39578931636479014,-0.2806026558410049
20260303T233831Z,D,120,15,0.3406516877100363,0.5373455769284378
20260303T233831Z,DAL,300,60,0.6753896852705651,-0.23063051955057567
20260303T233831Z,DASH,120,30,0.8320975568556479,0.2582224227385518
20260303T233831Z,DD,260,35,0.5458284253116417,0.3498719292478867
20260303T233831Z,DDOG,80,10,0.3779755216522194,-0.03539362506504596
20260303T233831Z,DE,260,20,0.42182720937966445,0.2588751081898859
20260303T233831Z,DECK,300,60,0.6133420958751233,0.5432239569686974
20260303T233831Z,DELL,280,60,0.7833572277213421,-0.8823589708545461
20260303T233831Z,DG,140,60,0.41719585465886255,-0.1928510314098397
20260303T233831Z,DGX,220,10,0.1633764951520423,0.3424046776724171
20260303T233831Z,DHI,300,55,0.3938772586416357,0.6637649905322953
20260303T233831Z,DHR,300,45,0.6659735935504955,0.2665020866396285
20260303T233831Z,DIS,300,60,0.6305961650236602,-0.16250789883328454
20260303T233831Z,DLR,300,60,0.3746168919976808,0.39551192145862546
20260303T233831Z,DLTR,160,60,0.2771823122540847,0.26428581038615073
20260303T233831Z,DOC,300,60,0.7677539772812575,-0.5482792102707951
20260303T233831Z,DOV,300,60,0.8040034116004423,-0.24929488463850313
20260303T233831Z,DOW,60,25,0.19569093535175197,0.5594488844488844
20260303T233831Z,DPZ,300,60,0.31037817862573697,-0.6238151750073208
20260303T233831Z,DRI,280,60,0.5929373616853079,-0.13022345986947756
20260303T233831Z,DTE,300,15,0.5379797596021512,0.19439673679690853
20260303T233831Z,DUK,300,60,0.5625202948046014,-0.8457993619283941
20260303T233831Z,DVA,300,60,0.34053759873945216,-0.23565494813741658
20260303T233831Z,DVN,240,60,0.6193785078690307,0.1785960811651255
20260303T233831Z,DXCM,80,10,0.229284900381153,0.2762424615124646
20260303T233831Z,EA,60,35,0.18609899750325246,-0.015078418537084035
20260303T233831Z,EBAY,160,60,0.3274426122798292,0.3960174057110567
20260303T233831Z,ECL,300,60,0.515525570202687,-0.6760014179369018
20260303T233831Z,ED,40,10,0.30526189358467737,0.022186764857051105
20260303T233831Z,EFX,300,60,0.6913392747989822,0.2536874065625819
20260303T233831Z,EG,300,60,0.6071734404188861,-0.33065672055854384
20260303T233831Z,EIX,240,10,0.41529299236904266,0.348354554593758
20260303T233831Z,EL,300,60,0.6724044276454022,0.7380823944638811
20260303T233831Z,ELV,260,40,0.5604390306605425,0.03907558143508361
20260303T233831Z,EME,300,60,0.5846423646137249,-0.5569409552579258
20260303T233831Z,EMR,300,60,0.7275248667209528,-0.8568037852750335
20260303T233831Z,EOG,280,60,0.5913671277785638,0.1797843988109475
20260303T233831Z,EPAM,300,15,0.7263165298063098,0.08902402598614818
